subject_id,race,age,income_cat,educ_cat,party,ideo,political_knowledge,y
943,White,34,>100K,Post-graduate degree,1,1,0.75,3
944,White,45,<50K,High school or less,1,1,0.25,1
945,White,33,<50K,College degree,1,1,0.5,3
946,Other Race/Ethnicity,47,<50K,Some college,2,4,0.25,3
947,Other Race/Ethnicity,20,<50K,High school or less,3,4,0.25,1
948,White,69,<50K,College degree,3,2,1,2
949,White,59,$50K-100K,College degree,2,3,0.75,7
950,Hispanic/Latino,30,<50K,High school or less,5,1,0,3
951,White,75,<50K,Some college,3,2,1,7
952,White,75,<50K,College degree,1,1,1,4
953,White,60,$50K-100K,College degree,7,2,0.5,7
954,White,28,<50K,High school or less,3,2,0.75,7
955,White,29,<50K,High school or less,6,3,0.75,6
956,Black,40,>100K,Post-graduate degree,1,2,0.25,6
957,Other Race/Ethnicity,38,<50K,College degree,3,3,1,6
958,White,27,<50K,High school or less,4,3,0.25,1
959,White,34,<50K,Some college,6,3,0.25,5
960,White,42,<50K,High school or less,4,2,0.25,3
961,White,50,<50K,Some college,4,1,0.75,5
962,White,34,<50K,High school or less,7,3,0.25,3
963,White,35,<50K,High school or less,4,4,0,1
964,White,41,<50K,High school or less,3,2,1,4
965,White,63,<50K,Some college,1,1,1,4
966,White,41,>100K,High school or less,1,1,0.75,4
967,White,70,$50K-100K,Post-graduate degree,4,3,0.75,4
968,White,65,<50K,College degree,3,3,1,7
969,Hispanic/Latino,47,<50K,High school or less,4,4,0.75,4
970,White,27,$50K-100K,Some college,2,3,0.75,7
971,White,43,$50K-100K,Some college,5,1,1,3
972,White,54,<50K,High school or less,3,3,0.75,7
973,White,24,<50K,Some college,7,4,0.25,5
974,White,67,<50K,College degree,3,1,0.75,1
975,White,77,$50K-100K,College degree,7,2,0.75,6
976,Other Race/Ethnicity,23,<50K,High school or less,4,4,0.25,1
977,White,33,>100K,Some college,7,3,0,7
978,Black,28,<50K,Some college,1,3,0,4
979,White,25,<50K,College degree,2,3,0.5,4
980,White,42,$50K-100K,College degree,7,2,1,7
981,White,49,>100K,Post-graduate degree,7,2,1,7
982,White,32,<50K,College degree,2,1,1,4
983,White,64,$50K-100K,College degree,7,2,0.75,7
984,Hispanic/Latino,32,<50K,Some college,4,1,0.25,1
985,White,43,<50K,High school or less,4,4,0.75,4
986,White,77,<50K,Some college,1,1,1,4
987,White,47,<50K,High school or less,2,3,0.25,4
988,White,73,<50K,Post-graduate degree,5,3,0.75,3
989,White,75,>100K,Post-graduate degree,5,1,1,5
990,White,74,$50K-100K,Post-graduate degree,1,1,1,4
991,White,51,$50K-100K,Some college,7,2,1,7
992,White,26,$50K-100K,College degree,7,2,0.5,7
993,White,62,<50K,High school or less,4,4,0.75,3
994,White,63,<50K,College degree,6,2,0.75,7
995,Hispanic/Latino,40,<50K,College degree,1,2,0,3
996,Other Race/Ethnicity,44,Prefer not to say,High school or less,4,4,0.25,4
997,White,41,>100K,Post-graduate degree,7,2,1,6
998,White,51,>100K,College degree,2,3,0.5,4
999,White,58,<50K,Post-graduate degree,1,1,1,6
1000,White,69,<50K,High school or less,6,3,0.75,7
1001,White,31,<50K,Post-graduate degree,4,4,0.25,2
1002,White,35,<50K,Some college,2,2,0.25,1
1003,White,68,>100K,College degree,6,2,0.5,6
1004,White,31,$50K-100K,College degree,4,3,0.75,4
1005,White,50,$50K-100K,College degree,7,2,0.75,7
1006,White,34,<50K,High school or less,4,4,0.75,7
1007,White,63,<50K,High school or less,7,2,1,6
1008,Black,49,<50K,Some college,4,2,0.25,7
1009,White,71,$50K-100K,Some college,2,3,0.5,5
1010,White,68,<50K,College degree,5,1,1,4
1011,White,38,$50K-100K,Some college,1,2,0.5,3
1012,White,85,>100K,Post-graduate degree,1,1,0.5,1
1013,White,52,>100K,Some college,7,4,0.75,7
1014,Black,50,<50K,High school or less,1,3,0.5,7
1015,Other Race/Ethnicity,54,<50K,College degree,3,2,0.75,7
1016,White,43,>100K,College degree,2,3,0.75,7
1017,White,41,$50K-100K,College degree,1,4,0.25,1
1018,White,51,>100K,High school or less,7,2,0.75,7
1019,White,43,$50K-100K,College degree,4,3,1,4
1020,White,86,<50K,College degree,1,1,0.75,6
1021,Black,33,$50K-100K,Some college,2,1,0,1
1022,White,31,$50K-100K,Post-graduate degree,6,3,0.5,7
1023,Black,21,$50K-100K,College degree,5,1,1,5
1024,Black,43,Prefer not to say,College degree,1,1,0.75,7
1025,White,67,<50K,Some college,7,2,0.75,7
1026,White,55,<50K,High school or less,2,4,1,7
1027,White,59,<50K,College degree,4,4,0.5,4
1028,White,61,<50K,Post-graduate degree,1,1,1,2
1029,Hispanic/Latino,62,$50K-100K,College degree,7,2,1,7
1030,Black,56,<50K,College degree,1,3,0.75,6
1031,White,66,<50K,High school or less,7,2,1,7
1032,Other Race/Ethnicity,78,<50K,College degree,2,3,0.75,4
1033,White,30,$50K-100K,College degree,7,2,0.25,4
1034,White,30,<50K,High school or less,1,1,0.75,2
1035,White,34,<50K,High school or less,6,2,0,5
1036,White,64,$50K-100K,Post-graduate degree,2,1,0.75,5
1037,White,71,$50K-100K,College degree,7,2,1,7
1038,White,35,<50K,Some college,7,3,0.5,2
1039,Black,27,$50K-100K,College degree,6,2,1,7
1040,White,70,<50K,Some college,2,1,1,2
1041,White,54,$50K-100K,High school or less,2,2,0.25,5
1042,White,71,<50K,College degree,6,2,1,7
1043,White,66,$50K-100K,College degree,3,2,0.75,5
1044,White,73,<50K,High school or less,2,3,0.75,7
1045,White,45,$50K-100K,High school or less,6,2,0.5,5
1046,Hispanic/Latino,29,<50K,High school or less,4,4,0,1
1047,White,40,$50K-100K,College degree,6,3,0.5,2
1048,White,26,<50K,Post-graduate degree,5,1,0.5,4
1049,White,65,<50K,Some college,3,3,0.75,5
1050,White,30,$50K-100K,College degree,3,2,0.5,7
1051,White,77,<50K,High school or less,7,2,0.75,7
1052,White,35,<50K,High school or less,7,2,0.75,7
1053,White,31,<50K,College degree,7,2,0,7
1054,Hispanic/Latino,22,<50K,Some college,2,1,0.75,3
1055,White,70,$50K-100K,College degree,1,1,1,3
1056,White,66,$50K-100K,College degree,5,2,1,3
1057,White,51,<50K,Some college,1,1,0.5,4
1058,Hispanic/Latino,32,$50K-100K,College degree,6,2,0.75,7
1059,White,47,>100K,College degree,7,2,0.25,4
1060,White,38,<50K,High school or less,7,2,0.5,7
1061,White,54,<50K,High school or less,7,2,0.5,4
1062,White,51,$50K-100K,High school or less,1,4,0.75,7
1063,White,58,<50K,Some college,4,4,0.5,4
1064,White,72,$50K-100K,College degree,7,2,0.75,7
1065,White,59,<50K,High school or less,4,4,1,7
1066,Black,59,<50K,Some college,4,4,0.25,1
1067,White,48,<50K,Some college,7,2,0.75,4
1068,White,52,$50K-100K,Some college,6,2,0.25,7
1069,White,66,>100K,Post-graduate degree,1,3,1,7
1070,Black,19,<50K,High school or less,5,3,0.25,1
1071,White,62,<50K,Some college,4,2,0.75,4
1072,Other Race/Ethnicity,34,>100K,College degree,2,3,0.25,7
1073,White,64,>100K,Some college,2,3,0.25,3
1074,Black,66,<50K,College degree,1,1,1,2
1075,White,53,<50K,College degree,1,1,0.5,7
1076,White,62,>100K,High school or less,4,3,0.75,6
1077,Black,33,$50K-100K,Some college,4,4,0.5,1
1078,Hispanic/Latino,36,<50K,High school or less,1,3,0,1
1079,White,21,<50K,Some college,5,1,0.5,4
1080,White,72,$50K-100K,College degree,1,1,1,5
1081,White,42,$50K-100K,High school or less,7,4,0.5,6
1082,White,26,Prefer not to say,College degree,7,2,0.75,7
1083,White,33,$50K-100K,Post-graduate degree,1,1,0.75,7
1084,White,65,<50K,High school or less,1,3,0.75,4
1085,Black,70,<50K,High school or less,4,2,1,4
1086,White,63,<50K,High school or less,5,3,1,7
1087,White,29,<50K,High school or less,4,3,0.25,4
1088,Other Race/Ethnicity,20,<50K,College degree,2,1,0.75,7
1089,White,34,$50K-100K,Some college,4,4,0.75,4
1090,White,23,$50K-100K,High school or less,2,1,0.25,1
1091,White,67,$50K-100K,College degree,6,2,0.75,3
1092,White,42,>100K,College degree,2,3,0.75,1
1093,White,62,<50K,Some college,6,2,0.75,4
1094,White,45,$50K-100K,Some college,3,2,0.75,3
1095,White,79,$50K-100K,Some college,7,2,1,7
1096,Black,31,<50K,High school or less,4,4,1,7
1097,White,53,>100K,College degree,3,4,0.75,7
1098,White,57,<50K,College degree,1,1,0.5,1
1099,White,48,<50K,High school or less,4,4,0.5,1
1100,White,44,<50K,High school or less,4,3,0.25,4
1101,White,50,<50K,College degree,7,4,0.25,7
1102,White,67,<50K,Post-graduate degree,2,1,0.5,6
1103,White,48,$50K-100K,Some college,7,2,0.75,7
1104,White,67,<50K,College degree,7,2,1,7
1105,White,70,$50K-100K,High school or less,7,2,0.75,7
1106,White,82,<50K,Some college,7,2,1,7
1107,White,51,$50K-100K,Post-graduate degree,4,2,1,7
1108,White,42,<50K,College degree,4,3,1,4
1109,White,59,$50K-100K,Post-graduate degree,2,3,1,4
1110,White,69,$50K-100K,College degree,7,2,1,7
1111,White,73,<50K,High school or less,7,2,0.75,7
1112,White,58,<50K,High school or less,1,1,0.5,1
1113,White,74,<50K,Some college,6,2,0,5
1114,White,62,$50K-100K,College degree,3,3,0.75,7
1115,White,69,$50K-100K,Post-graduate degree,7,3,1,7
1116,White,21,<50K,College degree,2,1,1,5
1117,White,51,<50K,Some college,7,2,0.5,7
1118,White,53,<50K,High school or less,1,1,0.75,4
1119,White,61,<50K,College degree,7,2,1,7
1120,Black,56,<50K,Some college,2,3,0.75,1
1121,White,71,<50K,Some college,7,2,1,7
1122,White,56,$50K-100K,Post-graduate degree,7,2,0.75,7
1123,Other Race/Ethnicity,29,<50K,High school or less,4,2,0.75,6
1124,White,45,<50K,College degree,6,2,0.5,5
1125,White,72,<50K,College degree,4,3,1,4
1126,Other Race/Ethnicity,42,$50K-100K,College degree,6,3,0.75,7
1127,White,69,<50K,High school or less,1,1,0.5,6
1128,White,18,$50K-100K,High school or less,2,3,0.25,4
1129,Hispanic/Latino,30,$50K-100K,College degree,2,1,0.75,2
1130,White,62,<50K,College degree,7,2,0.5,7
1131,Black,59,<50K,College degree,1,3,0.25,7
1132,White,47,<50K,High school or less,7,3,0,1
1133,White,49,<50K,High school or less,3,2,1,7
1134,Other Race/Ethnicity,35,<50K,High school or less,1,3,0.5,1
1135,White,55,$50K-100K,High school or less,6,2,0.5,7
1136,White,65,<50K,Some college,7,2,0.75,7
1137,White,48,$50K-100K,Some college,2,3,1,4
1138,White,57,<50K,College degree,2,1,0.5,4
1139,Hispanic/Latino,23,>100K,College degree,1,3,0.5,3
1140,White,55,<50K,College degree,7,2,0.75,7
1141,Other Race/Ethnicity,21,$50K-100K,College degree,2,2,1,6
1142,Other Race/Ethnicity,31,<50K,College degree,7,2,0.5,7
1143,White,55,<50K,College degree,1,1,0.75,2
1144,White,24,<50K,High school or less,4,3,0.5,4
1145,White,59,<50K,High school or less,1,1,0.75,3
1146,White,64,Prefer not to say,High school or less,4,4,0.25,3
1147,White,19,>100K,Some college,5,1,0.75,2
1148,White,51,<50K,High school or less,4,4,0.5,2
1149,White,66,>100K,College degree,7,2,1,7
1150,White,57,<50K,Some college,1,3,0.75,7
1151,White,67,<50K,College degree,7,2,0.75,7
1152,Black,63,<50K,College degree,2,4,1,5
1153,White,61,$50K-100K,Some college,1,1,0.75,6
1154,Hispanic/Latino,43,<50K,High school or less,4,3,0.5,7
1155,White,66,>100K,Some college,1,3,1,3
1156,White,49,>100K,High school or less,1,1,1,4
1157,Hispanic/Latino,21,<50K,High school or less,5,1,0.5,2
1158,White,49,<50K,High school or less,2,4,0.75,4
1159,White,74,<50K,Some college,4,2,0.75,4
1160,Hispanic/Latino,24,$50K-100K,College degree,1,1,0.75,5
1161,Other Race/Ethnicity,35,>100K,College degree,1,3,0.75,4
1162,Other Race/Ethnicity,52,$50K-100K,College degree,2,1,1,4
1163,White,33,<50K,High school or less,7,3,0.75,1
1164,White,65,<50K,High school or less,1,3,0.5,6
1165,White,22,>100K,High school or less,2,1,0.25,1
1166,White,63,$50K-100K,College degree,4,3,0.75,7
1167,White,43,<50K,High school or less,4,4,0.25,1
1168,Hispanic/Latino,62,<50K,College degree,6,2,0.75,7
1169,White,24,<50K,Some college,1,1,0.75,1
1170,Black,40,$50K-100K,High school or less,4,3,0.5,1
1171,White,36,<50K,High school or less,7,2,1,7
1172,White,60,$50K-100K,College degree,2,3,1,4
1173,Black,43,>100K,Post-graduate degree,7,2,1,7
1174,White,25,<50K,High school or less,7,4,0.25,7
1175,White,31,>100K,Some college,2,1,1,7
1176,Other Race/Ethnicity,36,<50K,High school or less,4,4,1,2
1177,White,60,<50K,Some college,1,2,0.75,7
1178,White,67,>100K,College degree,6,2,1,7
1179,Hispanic/Latino,51,<50K,High school or less,1,4,0.5,7
1180,White,68,<50K,College degree,1,1,0.25,3
1181,Black,40,$50K-100K,High school or less,5,1,1,6
1182,White,29,$50K-100K,College degree,7,2,0.75,7
1183,White,72,<50K,High school or less,1,1,0.5,6
1184,White,65,<50K,High school or less,1,1,0.75,7
1185,White,66,<50K,College degree,7,2,0.75,7
1186,White,68,<50K,Some college,1,1,1,4
1187,Other Race/Ethnicity,42,>100K,College degree,1,3,0.75,1
1188,White,54,$50K-100K,High school or less,3,3,0.75,1
1189,White,72,$50K-100K,College degree,6,3,0.75,7
1190,White,41,<50K,Post-graduate degree,6,2,1,6
1191,White,69,>100K,Post-graduate degree,1,1,1,3
1192,White,72,>100K,Post-graduate degree,3,2,1,7
1193,Other Race/Ethnicity,53,<50K,Some college,1,1,0.25,2
1194,White,36,<50K,Some college,3,2,0.75,4
1195,White,70,<50K,Post-graduate degree,1,1,1,2
1196,White,42,>100K,Post-graduate degree,7,2,0.75,1
1197,White,54,<50K,College degree,7,2,0.75,7
1198,White,32,<50K,High school or less,1,4,0.5,1
1199,Black,30,>100K,College degree,2,4,0.75,4
1200,Other Race/Ethnicity,34,<50K,Some college,5,1,1,4
1201,White,66,<50K,High school or less,7,2,1,7
1202,Black,31,$50K-100K,College degree,1,1,0.5,2
1203,White,69,$50K-100K,Some college,1,1,0.5,7
1204,White,66,<50K,College degree,7,2,0.5,7
1205,White,58,>100K,College degree,7,2,1,7
1206,White,45,<50K,College degree,4,3,0.75,1
1207,Other Race/Ethnicity,22,<50K,Some college,2,3,0.5,4
1208,Hispanic/Latino,20,$50K-100K,Some college,5,1,0.25,3
1209,White,38,<50K,High school or less,7,3,0.5,4
1210,White,46,<50K,High school or less,6,2,0.5,7
1211,White,62,<50K,Some college,4,2,0.5,6
1212,Black,18,<50K,High school or less,4,3,0.5,5
1213,White,69,<50K,College degree,1,1,0.75,4
1214,Black,21,<50K,High school or less,1,4,0.5,1
1215,White,51,<50K,High school or less,7,2,0.25,7
1216,White,60,$50K-100K,High school or less,7,2,1,4
1217,Black,67,<50K,Some college,1,1,0.25,3
1218,Black,24,<50K,Some college,1,4,0.25,4
1219,Black,51,<50K,High school or less,4,3,1,7
1220,Other Race/Ethnicity,18,<50K,High school or less,1,1,0,4
1221,White,33,$50K-100K,College degree,2,3,1,3
1222,Hispanic/Latino,32,<50K,Some college,7,3,0.25,1
1223,White,73,$50K-100K,College degree,1,2,0.5,7
1224,Other Race/Ethnicity,41,$50K-100K,College degree,5,2,0.75,7
1225,Black,22,>100K,High school or less,4,2,0.25,4
1226,Other Race/Ethnicity,22,$50K-100K,Some college,2,1,0.5,4
1227,Hispanic/Latino,53,<50K,College degree,3,3,0.75,1
1228,White,35,<50K,College degree,3,2,1,7
1229,White,65,$50K-100K,High school or less,6,2,0.75,5
1230,Other Race/Ethnicity,41,Prefer not to say,College degree,6,3,1,4
1231,Other Race/Ethnicity,61,>100K,College degree,2,2,1,6
1232,White,22,<50K,High school or less,6,4,0.25,1
1233,Black,52,<50K,Some college,1,4,0.75,2
1234,White,39,<50K,Some college,4,3,0.75,6
1235,White,81,>100K,Post-graduate degree,6,2,1,6
1236,White,63,<50K,Some college,4,3,0.75,7
1237,White,72,>100K,College degree,1,1,1,4
1238,White,60,<50K,Post-graduate degree,3,3,1,7
1239,White,72,<50K,College degree,6,2,1,7
1240,White,56,>100K,College degree,7,2,1,7
1241,White,74,<50K,College degree,1,1,1,6
1242,White,79,<50K,Some college,7,2,1,7
1243,White,73,>100K,High school or less,7,2,0.75,7
1244,White,71,<50K,Some college,1,1,0.25,4
1245,Black,43,<50K,High school or less,1,2,0.25,1
1246,White,30,<50K,Some college,3,4,0,4
1247,White,58,<50K,Some college,7,2,0.75,6
1248,White,51,<50K,Some college,4,4,0.5,5
1249,White,35,>100K,Post-graduate degree,1,2,0.75,3
1250,Hispanic/Latino,57,$50K-100K,College degree,7,2,0.5,1
1251,Other Race/Ethnicity,48,<50K,College degree,7,3,0.25,3
1252,White,40,$50K-100K,College degree,2,1,0.75,5
1253,White,31,$50K-100K,College degree,1,3,0.5,2
1254,White,42,<50K,College degree,5,3,1,4
1255,White,23,>100K,College degree,2,1,1,1
1256,White,26,<50K,College degree,5,1,0.75,6
1257,White,57,<50K,High school or less,7,2,1,7
1258,White,80,$50K-100K,Post-graduate degree,6,3,1,4
1259,White,74,$50K-100K,Some college,7,2,0.75,7
1260,White,25,$50K-100K,High school or less,4,3,0.5,3
1261,White,74,<50K,Some college,1,1,1,1
1262,White,65,<50K,College degree,7,2,0.75,4
1263,White,22,<50K,High school or less,5,4,0.5,2
1264,White,38,<50K,College degree,1,2,0.75,1
1265,White,69,<50K,High school or less,7,3,0.25,4
1266,White,22,>100K,Some college,5,3,1,7
1267,White,62,>100K,College degree,3,2,1,6
1268,White,67,<50K,High school or less,2,3,0.5,4
1269,White,71,<50K,Some college,1,1,1,6
1270,White,52,<50K,College degree,6,4,1,5
1271,Hispanic/Latino,73,$50K-100K,Some college,7,2,1,7
1272,White,27,<50K,Some college,6,4,0.75,3
1273,White,67,$50K-100K,High school or less,5,3,1,4
1274,White,48,>100K,College degree,3,3,0.5,7
1275,White,55,<50K,Some college,7,2,0,1
1276,White,79,>100K,College degree,2,3,1,7
1277,White,57,$50K-100K,Some college,5,3,0.75,3
1278,White,72,Prefer not to say,Post-graduate degree,4,2,0.5,7
1279,Black,30,$50K-100K,Some college,6,2,0.25,2
1280,White,28,>100K,College degree,2,3,0.75,5
1281,White,57,$50K-100K,Some college,6,2,0.75,3
1282,Other Race/Ethnicity,77,<50K,Post-graduate degree,1,1,1,6
1283,White,54,<50K,High school or less,6,2,1,5
1284,White,50,$50K-100K,Some college,7,2,0.75,5
1285,Black,35,<50K,Some college,3,3,0.25,1
1286,White,23,<50K,Some college,4,3,0.75,6
1287,Other Race/Ethnicity,41,$50K-100K,College degree,2,1,0.75,2
1288,White,34,>100K,College degree,1,1,0.75,5
1289,White,53,<50K,College degree,1,1,0.75,1
1290,Other Race/Ethnicity,23,>100K,College degree,1,1,0,6
1291,White,58,<50K,High school or less,1,1,1,1
1292,Other Race/Ethnicity,25,<50K,High school or less,4,3,0.25,6
1293,White,75,<50K,Post-graduate degree,1,1,1,2
1294,White,73,<50K,Post-graduate degree,1,1,0.5,2
1295,White,56,<50K,College degree,7,2,1,7
1296,White,32,<50K,Some college,5,3,0.5,3
1297,White,61,$50K-100K,Post-graduate degree,6,2,0.5,7
1298,White,71,$50K-100K,Post-graduate degree,3,2,0.75,7
1299,White,68,$50K-100K,Some college,7,2,1,7
1300,White,60,$50K-100K,College degree,5,2,0.75,7
1301,White,37,>100K,Post-graduate degree,1,2,0.25,7
1302,White,42,<50K,High school or less,3,3,0.25,1
1303,Hispanic/Latino,25,$50K-100K,Post-graduate degree,1,1,0.5,4
1304,Hispanic/Latino,39,>100K,College degree,7,2,0.75,7
1305,White,51,<50K,High school or less,3,1,0.25,1
1306,White,72,Prefer not to say,Some college,7,2,1,7
1307,Hispanic/Latino,18,<50K,High school or less,7,2,0.5,7
1308,White,72,<50K,College degree,1,1,1,2
1309,White,74,<50K,High school or less,4,4,0.75,3
1310,White,31,<50K,High school or less,1,1,0.5,1
1311,White,31,<50K,High school or less,5,1,0.5,1
1312,White,59,$50K-100K,College degree,5,1,1,1
1313,Hispanic/Latino,71,$50K-100K,High school or less,2,1,0.75,7
1314,White,64,>100K,College degree,7,2,0.75,7
1315,White,68,<50K,College degree,1,1,0.5,4
1316,Hispanic/Latino,31,>100K,College degree,4,3,0.25,1
1317,Other Race/Ethnicity,47,$50K-100K,Post-graduate degree,4,4,1,3
1318,White,68,$50K-100K,College degree,3,2,1,7
1319,White,35,>100K,College degree,1,1,0.25,1
1320,White,67,<50K,Some college,7,2,0.25,7
1321,Black,31,$50K-100K,High school or less,2,3,0.5,2
1322,White,57,<50K,High school or less,7,2,1,7
1323,White,45,<50K,College degree,6,4,0.25,1
1324,White,73,Prefer not to say,Post-graduate degree,1,3,0.75,4
1325,White,54,$50K-100K,College degree,2,1,1,2
1326,Other Race/Ethnicity,32,$50K-100K,High school or less,4,3,0,4
1327,White,65,<50K,High school or less,4,3,0.75,7
1328,White,42,$50K-100K,High school or less,6,2,0.75,2
1329,Other Race/Ethnicity,50,>100K,College degree,7,2,0.5,7
1330,White,37,$50K-100K,High school or less,7,3,0,7
1331,White,57,>100K,Post-graduate degree,7,2,1,6
1332,White,29,<50K,High school or less,3,2,0.5,7
1333,White,49,$50K-100K,Some college,3,3,0.75,4
1334,Other Race/Ethnicity,68,>100K,Post-graduate degree,1,1,0.75,4
1335,White,39,<50K,Some college,4,4,0.25,1
1336,White,71,>100K,College degree,6,2,1,7
1337,White,67,$50K-100K,Some college,6,4,0.25,7
1338,Black,26,<50K,College degree,1,4,0.25,7
1339,Other Race/Ethnicity,29,<50K,Some college,4,3,0.75,3
1340,White,76,<50K,Some college,6,2,1,7
1341,White,77,$50K-100K,Some college,7,2,1,7
1342,White,51,$50K-100K,College degree,7,1,0.5,7
1343,Other Race/Ethnicity,22,$50K-100K,College degree,6,3,0,4
1344,Hispanic/Latino,22,<50K,High school or less,6,4,0.25,3
1345,White,71,<50K,Post-graduate degree,7,2,1,7
1346,Hispanic/Latino,51,<50K,High school or less,4,3,0.75,3
1347,Hispanic/Latino,69,<50K,Some college,2,4,0.75,7
1348,White,38,$50K-100K,High school or less,4,4,0.25,7
1349,White,72,>100K,College degree,1,1,1,4
1350,Other Race/Ethnicity,40,>100K,College degree,4,1,1,7
1351,White,73,$50K-100K,College degree,4,4,0.5,7
1352,White,68,<50K,College degree,6,3,1,7
1353,White,41,$50K-100K,College degree,6,2,0.5,3
1354,Black,36,$50K-100K,College degree,1,1,0.75,1
1355,White,23,<50K,Some college,4,3,0.5,3
1356,White,65,$50K-100K,College degree,7,2,1,7
1357,Hispanic/Latino,36,$50K-100K,College degree,1,1,0.5,1
1358,White,78,<50K,Some college,2,1,1,2
1359,White,75,<50K,College degree,7,2,1,7
1360,White,46,Prefer not to say,High school or less,4,4,0,4
1361,White,51,>100K,High school or less,2,2,0.25,1
1362,Black,34,<50K,Some college,1,1,0.5,1
1363,White,83,$50K-100K,Some college,3,2,0.75,7
1364,White,47,<50K,High school or less,1,3,0.5,7
1365,White,21,Prefer not to say,Some college,4,1,0.75,2
1366,White,39,<50K,College degree,1,1,1,1
1367,White,38,>100K,High school or less,4,3,0.5,1
1368,Black,38,<50K,Some college,1,4,0.5,1
1369,White,33,<50K,Some college,4,2,0.5,1
1370,White,31,>100K,College degree,7,3,0.25,3
1371,White,54,$50K-100K,College degree,7,2,0.5,7
1372,White,27,<50K,College degree,6,2,0.75,4
1373,Other Race/Ethnicity,25,<50K,Some college,2,3,0.5,1
1374,Other Race/Ethnicity,54,<50K,High school or less,2,3,0.25,4
1375,White,38,>100K,Post-graduate degree,1,1,0.25,1
1376,White,28,$50K-100K,High school or less,7,2,0.5,7
1377,White,64,<50K,Some college,7,2,1,6
1378,White,67,$50K-100K,College degree,6,2,1,7
1379,White,55,$50K-100K,Some college,7,3,0,4
1380,White,19,<50K,High school or less,2,1,0.75,4
1381,White,41,$50K-100K,High school or less,4,1,0.5,1
1382,White,71,<50K,Some college,7,2,0.75,7
1383,White,71,<50K,College degree,3,3,0.75,7
1384,Black,34,<50K,High school or less,2,3,0.25,2
1385,White,40,>100K,Post-graduate degree,5,3,0.75,7
1386,White,54,<50K,College degree,5,3,1,2
1387,Hispanic/Latino,43,<50K,Some college,2,2,0.25,7
1388,White,44,<50K,Some college,2,4,0.5,6
1389,White,33,$50K-100K,College degree,7,2,1,4
1390,White,66,$50K-100K,Post-graduate degree,5,3,1,4
1391,Other Race/Ethnicity,62,>100K,College degree,3,2,1,7
1392,White,19,>100K,Some college,7,2,1,7
1393,Other Race/Ethnicity,22,$50K-100K,Some college,4,3,0.75,7
1394,Hispanic/Latino,60,<50K,Some college,7,4,1,1
1395,White,69,$50K-100K,Some college,2,4,0.5,7
1396,White,46,>100K,College degree,1,3,1,4
1397,White,21,<50K,Some college,1,1,0.5,3
1398,White,67,>100K,Post-graduate degree,6,3,1,7
1399,White,59,$50K-100K,College degree,6,2,1,7
1400,Hispanic/Latino,57,$50K-100K,Some college,6,3,0,2
1401,White,73,$50K-100K,Some college,4,3,0.75,7
1402,White,68,<50K,High school or less,6,3,0.5,1
1403,White,66,<50K,College degree,7,2,1,7
1404,White,48,$50K-100K,College degree,2,3,1,3
1405,White,33,$50K-100K,College degree,6,2,1,5
1406,Black,63,>100K,College degree,5,3,1,2
1407,Other Race/Ethnicity,42,Prefer not to say,College degree,6,3,0.75,3
1408,White,63,$50K-100K,High school or less,2,3,1,3
1409,White,24,$50K-100K,College degree,6,2,0.75,5
1410,White,58,<50K,High school or less,7,2,1,7
1411,White,44,$50K-100K,Some college,7,2,0.75,7
1412,Other Race/Ethnicity,32,<50K,Some college,3,2,0.75,5
1413,Other Race/Ethnicity,30,<50K,High school or less,7,2,0.25,7
1414,White,89,>100K,Post-graduate degree,1,3,1,7
1415,White,70,$50K-100K,Some college,3,3,0.75,7
1416,White,71,<50K,Some college,5,3,1,4
1417,White,65,$50K-100K,Some college,3,2,1,7
1418,Other Race/Ethnicity,35,<50K,College degree,4,3,0.75,1
1419,White,18,>100K,Some college,4,2,0.5,3
1420,White,77,>100K,Some college,6,2,0.5,7
1421,White,37,<50K,High school or less,1,3,0.25,1
1422,White,74,$50K-100K,Post-graduate degree,7,2,0.75,7
1423,Hispanic/Latino,38,$50K-100K,College degree,7,3,0.75,2
1424,Hispanic/Latino,24,<50K,High school or less,3,3,0,2
1425,White,61,<50K,High school or less,1,1,1,4
1426,White,47,<50K,Some college,4,4,0,5
1427,Other Race/Ethnicity,40,<50K,College degree,4,3,0.25,7
1428,White,33,$50K-100K,Some college,6,4,0.5,2
1429,White,39,$50K-100K,Some college,7,3,0.5,7
1430,Hispanic/Latino,25,$50K-100K,College degree,5,4,0.75,3
1431,White,57,$50K-100K,Post-graduate degree,6,2,0.5,7
1432,White,72,<50K,College degree,7,2,0.75,4
1433,White,54,<50K,Some college,5,1,0.75,2
1434,Hispanic/Latino,69,>100K,Post-graduate degree,4,3,0.75,7
1435,White,67,$50K-100K,Post-graduate degree,4,3,1,2
1436,White,34,<50K,Some college,3,2,1,7
1437,White,38,<50K,Post-graduate degree,5,3,0.5,4
1438,White,34,Prefer not to say,High school or less,7,4,0.75,4
1439,White,67,<50K,Some college,4,3,0.75,7
1440,White,81,$50K-100K,College degree,7,2,0.5,7
1441,White,45,<50K,Post-graduate degree,7,2,1,5
1442,White,61,Prefer not to say,College degree,1,1,1,4
1443,White,58,<50K,High school or less,4,4,0,4
1444,Black,73,<50K,High school or less,2,3,0.5,1
1445,White,72,>100K,Post-graduate degree,3,1,1,7
1446,White,38,<50K,College degree,4,4,0.5,4
1447,White,60,$50K-100K,Some college,7,2,1,7
1448,White,53,>100K,College degree,6,2,1,7
